publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
soft weapons: autobiography in transit		9780226895253							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15282.9780226895277	Whitlock	/ebooks/ebooks2/pda/2011-12-01/1/15282.9780226895277		fulltext		University of Chicago Press	monograph	2007							P
software engineering for internet applications									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262511919	Andersson	/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262511919		fulltext		MIT Press	monograph	2006							P
solid-liquid filtration and separation technology		9783527286133							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527614967	Rushton	/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527614967		fulltext		VCH	monograph	2000			2nd, completely rev. ed.				P
solidworks 2009 bible		9780470258255							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13572.9780470480472	Lombard	/ebooks/ebooks2/pda/2011-12-01/1/13572.9780470480472		fulltext		Wiley	monograph	2009							P
solidworks 2010: no experience required		9780470505434							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15287.9780470638170	Ruiz	/ebooks/ebooks2/pda/2011-12-01/1/15287.9780470638170		fulltext		Wiley	monograph	2010			1st ed.				P
sortino framework for portfolio construction: focusing on desired target return to optimize upside potential relative to downside risk		9780123749925							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14549.9780123749925	Sortino	/ebooks/ebooks2/pda/2011-12-01/1/14549.9780123749925		fulltext		Elsevier	monograph	2009							P
sound systems: design and optimization: modern techniques and tools for sound system design and alignment		9780240520209							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10236.0240520203	McCarthy	/ebooks/ebooks2/pda/2011-12-01/1/10236.0240520203		fulltext		Focal	monograph	2007							P
source code china: the new global hub of it outsourcing		9780470106969							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13556.9780470195437	Eltschinger	/ebooks/ebooks2/pda/2011-12-01/1/13556.9780470195437		fulltext		John Wiley & Sons	monograph	2007							P
spaces of work: global capitalism and the geographies of labour	9780761972167								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8528.0761972161	Castree	/ebooks/ebooks2/pda/2011-12-01/1/8528.0761972161		fulltext		SAGE	monograph	2004							P
spaces speak, are you listening?: experiencing aural architecture		9780262026055							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262026055	Blesser	/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262026055		fulltext		MIT Press	monograph	2007							P
spatial databases: with application to gis									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11149.9781558605886	Rigaux	/ebooks/ebooks2/pda/2011-12-01/1/11149.9781558605886		fulltext		Morgan Kaufmann Publishers	monograph	2002							P
statistics and data with r: an applied approach through examples		9780470758052							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12824.9780470721889	Cohen	/ebooks/ebooks2/pda/2011-12-01/1/12824.9780470721889		fulltext		Wiley	monograph	2008							P
statistics for health care professionals: an introduction		9780761974758							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12445.9780761974765	Scott	/ebooks/ebooks2/pda/2011-12-01/1/12445.9780761974765		fulltext		SAGE Publications	monograph	2005							P
stocks for the long run: the definitive guide to financial market returns and long-term investment strategies		9780071494700							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12288.0071643923	Siegel	/ebooks/ebooks2/pda/2011-12-01/1/12288.0071643923		fulltext		McGraw-Hill	monograph	2008			4th ed.				P
strategic marketing for health care organizations: building a customer-driven health system		9780787984960							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470249093	Kotler	/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470249093		fulltext		Jossey-Bass	monograph	2008			1st ed.				P
strategies for protecting national critical infrastructure assets: a focus on problem-solving		9780471799269							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470228364	Sullivant	/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470228364		fulltext		Wiley-Interscience	monograph	2007							P
structural analysis and synthesis: a laboratory course in structural geology		9781405116527							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13564.9781444308952	Rowland	/ebooks/ebooks2/pda/2011-12-01/1/13564.9781444308952		fulltext		Blackwell Pub.	monograph	2007			3rd ed.				P
structural analysis: in theory and practice		9781856175500							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12762.9781856175500	Williams	/ebooks/ebooks2/pda/2011-12-01/1/12762.9781856175500		fulltext		Academi	monograph	2009							P
subversive scribes and the solomonic narrative: a rereading of 1 kings 1-11		9780567027719							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12399.9780567027719	Seibert	/ebooks/ebooks2/pda/2011-12-01/1/12399.9780567027719		fulltext		T&T Clark	monograph	2006		436					P
successful business intelligence: secrets to making bi a killer app		9780071498517							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11539.0071596143	Howson	/ebooks/ebooks2/pda/2011-12-01/1/11539.0071596143		fulltext		McGraw-Hill	monograph	2008							P
surface and ground water, weathering, and soils		9780080447193							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10786.9780080447193		/ebooks/ebooks2/pda/2011-12-01/1/10786.9780080447193		fulltext		Elsevier	monograph	2005		v. 5	1st ed.	Drever			P
suspension geometry and computation		9780470510216							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14596.9780470682890	Dixon	/ebooks/ebooks2/pda/2011-12-01/1/14596.9780470682890		fulltext		Wiley	monograph	2009							P
suspensions of perception: attention, spectacle, and modern culture									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11936.9780262531993	Crary	/ebooks/ebooks2/pda/2011-12-01/1/11936.9780262531993		fulltext		MIT Press	monograph	1999							P
sustainable industrial design and waste management: cradle-to-cradle for sustainable development		9780123736239							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10915.9780123736239	Haggar	/ebooks/ebooks2/pda/2011-12-01/1/10915.9780123736239		fulltext		Elsevier Academic Press	monograph	2007							P
sustainable residential development: planning and design for green neighborhoods		9780071479615							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11604.0071593969	Friedman	/ebooks/ebooks2/pda/2011-12-01/1/11604.0071593969		fulltext		McGraw-Hill Professional	monograph	2007							P
syndiotactic polystyrene: synthesis, characterization, processing, and applications		9780470286883							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14674.9780470556993	Schellenberg	/ebooks/ebooks2/pda/2011-12-01/1/14674.9780470556993		fulltext		Wiley	monograph	2010							P
taking shape: a new contract between architecture and nature	9780750649483								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10651.9780750649483	Hagan	/ebooks/ebooks2/pda/2011-12-01/1/10651.9780750649483		fulltext		Architectural Press	monograph	2001							P
tcl/tk: a developer's guide									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10651.9781558608023	Flynt	/ebooks/ebooks2/pda/2011-12-01/1/10651.9781558608023		fulltext		Morgan Kaufmann	monograph	2003			2nd ed.				P
tcp/ip sockets in c: practical guide for programmers		9780123745408							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13355.9780123745408	Donahoo	/ebooks/ebooks2/pda/2011-12-01/1/13355.9780123745408		fulltext		Morgan Kaufmann Publishers	monograph	2009			2nd ed.				P
team players and team work: new strategies for developing successful collaboration		9780787998110							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11855.9780470241028	Parker	/ebooks/ebooks2/pda/2011-12-01/1/11855.9780470241028		fulltext		Jossey-Bass ; J. Wiley & Sons	monograph	2008			2nd ed.				P
teamwork: multi-disciplinary perspectives									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230523203		/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230523203		fulltext		Palgrave Macmillan	monograph	2005				Gold			P
technology matters: questions to live with									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262140935	Nye	/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262140935		fulltext		MIT Press	monograph	2006							P
territory, authority, rights: from medieval to global assemblages		9780691095387							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13826.9781400828593	Sassen	/ebooks/ebooks2/pda/2011-12-01/1/13826.9781400828593		fulltext		Princeton University Press	monograph	2006			Updated ed.				P
textbook and color atlas of salivary gland pathology: diagnosis and management		9780813802626							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14562.9780813806525		/ebooks/ebooks2/pda/2011-12-01/1/14562.9780813806525		fulltext		Wiley-Blackwell	monograph	2008				Carlson			P
theoretical neuroscience: computational and mathematical modeling of neural systems		9780262041997							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11936.9780262041997	Dayan	/ebooks/ebooks2/pda/2011-12-01/1/11936.9780262041997		fulltext		Massachusetts Institute of Technology Press	monograph	2001							P
theosis in the theology of thomas torrance		9780754667995							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13907.9780754694076	Habets	/ebooks/ebooks2/pda/2011-12-01/1/13907.9780754694076		fulltext		Ashgate Pub. Ltd.	monograph	2009							P
thinking in jazz: the infinite art of improvisation		9780226043814							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15282.9780226044521	Berliner	/ebooks/ebooks2/pda/2011-12-01/1/15282.9780226044521		fulltext		University of Chicago Press	monograph	1994							P
three gay tales from grimm		9780816656905							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13034.9780816656905	Grimm	/ebooks/ebooks2/pda/2011-12-01/1/13034.9780816656905		fulltext		University of Minnesota Press	monograph	2008			1st University of Minnesota Press ed.				P
together alone: personal relationships in public places									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8660.0520245229		/ebooks/ebooks2/pda/2011-12-01/1/8660.0520245229		fulltext		University of California Press	monograph	2005				Morrill			P
tomography		9781848210998							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15000.9780470610374		/ebooks/ebooks2/pda/2011-12-01/1/15000.9780470610374		fulltext		ISTE ; Wiley	monograph	2009				Grangeat			P
tourism and development in mountain regions		9780851999159							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10533.0851993915		/ebooks/ebooks2/pda/2011-12-01/1/10533.0851993915		fulltext		CABI Pub.	monograph	2000				Godde			P
towards an environment research agenda: a third selection of papers									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230554429		/ebooks/ebooks2/pda/2011-12-01/1/12619.9780230554429		fulltext		Palgrave Macmillan	monograph	2004				Winnett			P
transfer of learning: cognition, instruction, and reasoning		9780123305954							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10594.0123305950	Haskell	/ebooks/ebooks2/pda/2011-12-01/1/10594.0123305950		fulltext		Academic Press	monograph	2001							P
transformative classroom management: positive strategies to engage all students and promote a psychology of success		9780470448434							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14691.9780470565506	Shindler	/ebooks/ebooks2/pda/2011-12-01/1/14691.9780470565506		fulltext		Jossey-Bass	monograph	2010							P
transformative learning in practice: insights from community, workplace, and higher education		9780470257906							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14674.9780470605431	Mezirow	/ebooks/ebooks2/pda/2011-12-01/1/14674.9780470605431		fulltext		Jossey-Bass	monograph	2010			1st ed.				P
transformative research and evaluation		9781593853020							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12612.9781606231128	Mertens	/ebooks/ebooks2/pda/2011-12-01/1/12612.9781606231128		fulltext		Guilford Press	monograph	2009							P
transport phenomena and unit operations: a combined approach		9780471481003							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12921.9780471722038	Griskey	/ebooks/ebooks2/pda/2011-12-01/1/12921.9780471722038		fulltext		Wiley	monograph	2002							P
transport terminals and modal interchanges: planning and design									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9810.075065693X	Blow	/ebooks/ebooks2/pda/2011-12-01/1/9810.075065693X		fulltext		Elsevier/Architectural Press	monograph	2005							P
treating childhood behavioral and emotional problems: a step-by-step, evidence-based approach		9781593855642							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12752.9781593858681		/ebooks/ebooks2/pda/2011-12-01/1/12752.9781593858681		fulltext		Guilford Press	monograph	2008				Eisen			P
triple bottom line: how today's best-run companies are achieving economic, social, and environmental success-and how you can too		9780787979072							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9780787986490	Savitz	/ebooks/ebooks2/pda/2011-12-01/1/13562.9780787986490		fulltext		Jossey-Bass	monograph	2006			1st ed.				P
trojans, worms, and spyware: a computer security professional's guide to malicious code									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9235.0750678488	Erbschloe	/ebooks/ebooks2/pda/2011-12-01/1/9235.0750678488		fulltext		Elsevier Butterworth Heinemann	monograph	2005							P
trophy kids grow up: how the millennial generation is shaking up the workplace		9780470229545							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14565.9780470409909	Alsop	/ebooks/ebooks2/pda/2011-12-01/1/14565.9780470409909		fulltext		Jossey-Bass	monograph	2008							P
trouble with nature: sex in science and popular culture									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7936.0520236203	Lancaster	/ebooks/ebooks2/pda/2011-12-01/1/7936.0520236203		fulltext		University of California Press	monograph	2003							P
troubleshooting and maintenance guide for gas chromatographers		9783527313730							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527611317	Rood	/ebooks/ebooks2/pda/2011-12-01/1/13563.9783527611317		fulltext		Wiley-VCH ; John Wiley, distributor]	monograph	2007			4th, rev. and updated ed.				P
twilight and philosophy: vampires, vegetarians, and the pursuit of immortality		9780470484234							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14265.9780470554128		/ebooks/ebooks2/pda/2011-12-01/1/14265.9780470554128		fulltext		John Wiley & Sons	monograph	2009				Housel			P
types and programming languages									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262162098	Pierce	/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262162098		fulltext		MIT Press	monograph	2002							P
understanding criminal justice: sociological perspectives		9780761940319							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12724.9780761940326	Smith	/ebooks/ebooks2/pda/2011-12-01/1/12724.9780761940326		fulltext		SAGE	monograph	2005							P
understanding environmental issues		9780761942351							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14154.9780761942368		/ebooks/ebooks2/pda/2011-12-01/1/14154.9780761942368		fulltext		SAGE Publications	monograph	2008				Buckingham			P
understanding international law		9781405197649							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14841.9781444318258	Henderson	/ebooks/ebooks2/pda/2011-12-01/1/14841.9781444318258		fulltext		Wiley-Blackwell	monograph	2010							P
understanding knowledge as a commons: from theory to practice		9780262083577							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262083577		/ebooks/ebooks2/pda/2011-12-01/1/10613.9780262083577		fulltext		MIT Press	monograph	2007				Hess			P
understanding stocks: your first guide to finding out what the stock market is all about									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7479.0071409130	Sincere	/ebooks/ebooks2/pda/2011-12-01/1/7479.0071409130		fulltext		McGraw-Hill	monograph	2004							P
unofficial guide to starting a business online		9780471748380							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13568.9780471792277	Rich	/ebooks/ebooks2/pda/2011-12-01/1/13568.9780471792277		fulltext		Wiley	monograph	2006			2nd ed.				P
urban health and society: interdisciplinary approaches to research and practice		9780470383667							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13894.9780470483015	Freudenberg	/ebooks/ebooks2/pda/2011-12-01/1/13894.9780470483015		fulltext		Jossey-Bass	monograph	2009							P
users' guides to the medical literature: a manual for evidence-based clinical practice		9780071590341							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12231.0071590358		/ebooks/ebooks2/pda/2011-12-01/1/12231.0071590358		fulltext		McGraw Hill Medical	monograph	2008			2nd ed.	Rennie			P
vibration with control	9780470010518								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13571.9780470010525	Inman	/ebooks/ebooks2/pda/2011-12-01/1/13571.9780470010525		fulltext		Wiley	monograph	2006							P
vibrations and waves		9780470011881							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13894.9780470746509	King	/ebooks/ebooks2/pda/2011-12-01/1/13894.9780470746509		fulltext		Wiley	monograph	2009							P
visual story: creating the visual structure of film, tv and digital media		9780240807799							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11069.9780240807799	Block	/ebooks/ebooks2/pda/2011-12-01/1/11069.9780240807799		fulltext		Focal Press/Elsevier	monograph	2008			2nd ed.				P
visualizing quaternions									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10456.0120884003	Hanson	/ebooks/ebooks2/pda/2011-12-01/1/10456.0120884003		fulltext		Morgan Kaufmann ; Elsevier Science [distributor]	monograph	2006							P
vocabulary and writing in a first and second language: processes and development		9781403939661							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12639.9780230593404	Albrechtsen	/ebooks/ebooks2/pda/2011-12-01/1/12639.9780230593404		fulltext		Palgrave Macmillan	monograph	2008							P
voluntary food intake and diet selection of farm animals		9781845932794							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10996.9781845932794	Forbes	/ebooks/ebooks2/pda/2011-12-01/1/10996.9781845932794		fulltext		CABI	monograph	2007			2nd ed.				P
volunteer tourism: experiences that make a difference	9780851995335	9780851997650							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/7977.0851995330	Wearing	/ebooks/ebooks2/pda/2011-12-01/1/7977.0851995330		fulltext		CABI	monograph	2001							P
waste treatment and disposal									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470026489	Williams	/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470026489		fulltext		Wiley	monograph	2005			2nd ed.				P
wavelets and their applications		9781905209316							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15000.9780470394625		/ebooks/ebooks2/pda/2011-12-01/1/15000.9780470394625		fulltext		ISTE	monograph	2007				Misiti			P
webster's new world law dictionary		9780764542107							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13571.9780470050095	Wild	/ebooks/ebooks2/pda/2011-12-01/1/13571.9780470050095		fulltext		Wiley	monograph	2006							P
webster's new world medical dictionary		9780470189283							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470373439		/ebooks/ebooks2/pda/2011-12-01/1/13557.9780470373439		fulltext		Wiley Pub.	monograph	2008			3rd ed., fully rev. and updated.				P
what can you do with a major in english?: real people, real jobs, real rewards									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12921.9780764597008	O'Hara	/ebooks/ebooks2/pda/2011-12-01/1/12921.9780764597008		fulltext		Wiley	monograph	2005							P
what video games have to teach us about learning and literacy									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8968.1403973334	Gee	/ebooks/ebooks2/pda/2011-12-01/1/8968.1403973334		fulltext		Palgrave Macmillan	monograph	2003			1st ed.				P
where am i wearing?: a global tour to the countries, factories, and people that make our clothes		9780470376546							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14564.9780470430170	Timmerman	/ebooks/ebooks2/pda/2011-12-01/1/14564.9780470430170		fulltext		Wiley	monograph	2009							P
whey processing, functionality and health benefits		9780813809038							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9780813803876		/ebooks/ebooks2/pda/2011-12-01/1/13562.9780813803876		fulltext		Wiley-Blackwell	monograph	2008			1st ed.	Onwulata			P
why don't students like school?: a cognitive scientist answers questions about how the mind works and what it means for your classroom		9780470279304							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13574.9780470730430	Willingham	/ebooks/ebooks2/pda/2011-12-01/1/13574.9780470730430		fulltext		Jossey-Bass	monograph	2009							P
why the bottom line isn't!: how to build value through people and organization									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13560.9780471447221	Ulrich	/ebooks/ebooks2/pda/2011-12-01/1/13560.9780471447221		fulltext		Wiley	monograph	2003							P
williams obstetrics									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10717.0071501258		/ebooks/ebooks2/pda/2011-12-01/1/10717.0071501258		fulltext		McGraw-Hill Professional	monograph	2005			22nd ed.	Cunningham			P
williams obstetrics		9780071497015							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14785.0071702857		/ebooks/ebooks2/pda/2011-12-01/1/14785.0071702857		fulltext		McGraw-Hill, Medical Pub. Division	monograph	2010			23rd ed. /				P
wireless communications and networking		9780123735805							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10873.9780123735805	Garg	/ebooks/ebooks2/pda/2011-12-01/1/10873.9780123735805		fulltext		Elsevier Morgan Kaufmann	monograph	2007							P
women in europe between the wars: politics, culture and society	9780754656845								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11416.9780754684169		/ebooks/ebooks2/pda/2011-12-01/1/11416.9780754684169		fulltext		Ashgate	monograph	2007				Kershaw			P
barley for food and health: science, technology, and products		9780470102497							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14566.9780470371220	Newman	/ebooks/ebooks2/pda/2011-12-01/1/14566.9780470371220		fulltext		John Wiley & Sons	monograph	2008							P
basic & clinical pharmacology		9780071604055							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13830.0071604065		/ebooks/ebooks2/pda/2011-12-01/1/13830.0071604065		fulltext		McGraw-Hill Medical ; McGraw-Hill [distributor]	monograph	2009			11th ed.	Katzung			P
big bang theory: what it is, where it came from, and why it works		9780471394525							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13560.9780471273974	Fox	/ebooks/ebooks2/pda/2011-12-01/1/13560.9780471273974		fulltext		Wiley	monograph	2002							P
blackwell companion to the sociology of culture	9780631231745								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10125.9780631231745		/ebooks/ebooks2/pda/2011-12-01/1/10125.9780631231745		fulltext		Blackwell Pub.	monograph	2005		12		Jacobs			P
cite right: a quick guide to citation styles--mla, apa, chicago, the sciences, professions, and more		9780226484747							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11896.9780226484754	Lipson	/ebooks/ebooks2/pda/2011-12-01/1/11896.9780226484754		fulltext		University of Chicago Press	monograph	2006							P
cities, war, and terrorism: towards an urban geopolitics									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470753026		/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470753026		fulltext		Blackwell Publishing	monograph	2004				Graham			P
companion to the worlds of the renaissance		9781405157834							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470751619		/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470751619		fulltext		Blackwell Publishers	monograph	2002				Ruggiero			P
crm at the speed of light: social crm strategies, tools, and techniques for engaging your customers		9780071590457							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14838.0071590463	Greenberg	/ebooks/ebooks2/pda/2011-12-01/1/14838.0071590463		fulltext		McGraw-Hill	monograph	2009			4th ed.				P
dear mrs. roosevelt: letters from children of the great depression									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12859.080786126X		/ebooks/ebooks2/pda/2011-12-01/1/12859.080786126X		fulltext		University of North Carolina Press	monograph	2002				Cohen			P
derivatives: markets, valuation, and risk management		9780471786320							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13555.9780470086384	Whaley	/ebooks/ebooks2/pda/2011-12-01/1/13555.9780470086384		fulltext		Wiley	monograph	2006							P
devil's handwriting: precoloniality and the german colonial state in qingdao, samoa, and southwest africa		9780226772417							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12688.9780226772448	Steinmetz	/ebooks/ebooks2/pda/2011-12-01/1/12688.9780226772448		fulltext		University of Chicago Press	monograph	2007							P
dhandho investor: the low-risk value method to high returns		9780470043899							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13556.9780470130438	Pabrai	/ebooks/ebooks2/pda/2011-12-01/1/13556.9780470130438		fulltext		John Wiley	monograph	2007							P
eclipse of reason		9780826477934							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11824.0826477933	Horkheimer	/ebooks/ebooks2/pda/2011-12-01/1/11824.0826477933		fulltext		Continuum	monograph	2004			[Rev. ed.].				P
equity asset valuation		9780470395219							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15161.9780470579664	Pinto	/ebooks/ebooks2/pda/2011-12-01/1/15161.9780470579664		fulltext		Wiley	monograph	2010		27	2nd ed.				P
feminist methodology: challenges and choices	9780761951223								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/8698.0761951229	Ramazanoglu	/ebooks/ebooks2/pda/2011-12-01/1/8698.0761951229		fulltext		Sage	monograph	2002							P
finite element method: its basis and fundamentals									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10456.0750663200	Zienkiewicz	/ebooks/ebooks2/pda/2011-12-01/1/10456.0750663200		fulltext		Elsevier Butterworth-Heinemann	monograph	2005			6th ed.				P
from mesopotamia to iraq: a concise history		9780226586632							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14348.9780226586656	Nissen	/ebooks/ebooks2/pda/2011-12-01/1/14348.9780226586656		fulltext		University of Chicago Press	monograph	2009							P
